id,name,address,category,location,lat,lng,details,reviews
43044,Chelsea Common,"London, United Kingdom",attraction,London,51.488767,-0.173351,http://tour-pedia.org/api/getPlaceDetails?id=43044,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43044
43065,Bostall Gardens,"London, United Kingdom",attraction,London,51.486575,0.110313,http://tour-pedia.org/api/getPlaceDetails?id=43065,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43065
43076,Upper Norwood Recreation Ground,"London, United Kingdom",attraction,London,51.417143,-0.091408,http://tour-pedia.org/api/getPlaceDetails?id=43076,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43076
43102,"Cantelowes Skatepark, Camden","212 Camden Road, London, United Kingdom",attraction,London,51.546431,-0.132664,http://tour-pedia.org/api/getPlaceDetails?id=43102,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43102
43114,Friends House Garden,"173-177 Euston Road, London, United Kingdom",attraction,London,51.526639,-0.131878,http://tour-pedia.org/api/getPlaceDetails?id=43114,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43114
43124,Furze Green,"London, United Kingdom",attraction,London,51.518127,-0.021451,http://tour-pedia.org/api/getPlaceDetails?id=43124,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43124
43126,South Park Gardens,"London, United Kingdom",attraction,London,51.422577,-0.199622,http://tour-pedia.org/api/getPlaceDetails?id=43126,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43126
43132,Kyoto Garden,"100 Holland Park Avenue, London, United Kingdom",attraction,London,51.503045,-0.204661,http://tour-pedia.org/api/getPlaceDetails?id=43132,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43132
43170,Greenwich Peninsula Ecology Park,"Thames Park, John Harrison Way, London, United Kingdom",attraction,London,51.495342,0.01573,http://tour-pedia.org/api/getPlaceDetails?id=43170,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43170
43366,Figge's Marsh,United Kingdom,attraction,London,51.413133,-0.160238,http://tour-pedia.org/api/getPlaceDetails?id=43366,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43366
43375,David Lloyd Sudbury Hill,"Greenford Road, Greenford, United Kingdom",attraction,London,51.555715,-0.343408,http://tour-pedia.org/api/getPlaceDetails?id=43375,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43375
43382,Revolution Karting,"422-424 Burdett Road, London, United Kingdom",attraction,London,51.518125,-0.030667,http://tour-pedia.org/api/getPlaceDetails?id=43382,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43382
43412,Church House Gardens,"Church Rd, Bromley, United Kingdom",attraction,London,51.403523,0.012326,http://tour-pedia.org/api/getPlaceDetails?id=43412,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43412
43417,Flanders Road Playing Fields,"London, United Kingdom",attraction,London,51.529777,0.061288,http://tour-pedia.org/api/getPlaceDetails?id=43417,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43417
43429,Talacre Sports Centre,"Dalby Street, London, United Kingdom",attraction,London,51.547044,-0.147126,http://tour-pedia.org/api/getPlaceDetails?id=43429,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43429
43455,Marble Hill House,"Richmond Road, London, United Kingdom",attraction,London,51.451533,-0.312655,http://tour-pedia.org/api/getPlaceDetails?id=43455,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43455
43521,Old MacDonalds Farm,"London, United Kingdom",attraction,London,51.625925,0.235658,http://tour-pedia.org/api/getPlaceDetails?id=43521,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43521
43540,Poulter Park,United Kingdom,attraction,London,51.389355,-0.169574,http://tour-pedia.org/api/getPlaceDetails?id=43540,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43540
43568,Coral Romford Greyhound Stadium,"London Road, Romford, United Kingdom",attraction,London,51.572335,0.166125,http://tour-pedia.org/api/getPlaceDetails?id=43568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43568
43592,Holland Garden,"Cambridge Road, London, United Kingdom",attraction,London,51.414906,-0.23122,http://tour-pedia.org/api/getPlaceDetails?id=43592,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43592
43593,Cottenham Park,"London, United Kingdom",attraction,London,51.413988,-0.236894,http://tour-pedia.org/api/getPlaceDetails?id=43593,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43593
43643,Jubilee Gardens,"Belvedere Road, London, United Kingdom",attraction,London,51.503772,-0.118338,http://tour-pedia.org/api/getPlaceDetails?id=43643,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43643
43660,Rowley Lane Sports Ground,"Barnet, United Kingdom",attraction,London,51.652346,-0.248408,http://tour-pedia.org/api/getPlaceDetails?id=43660,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43660
43843,Paddington Street Gardens,"London, United Kingdom",attraction,London,51.520328,-0.154049,http://tour-pedia.org/api/getPlaceDetails?id=43843,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43843
43846,Parliament Square,"London, United Kingdom",attraction,London,51.500655,-0.126826,http://tour-pedia.org/api/getPlaceDetails?id=43846,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43846
43956,British Music Experience,"The O2 Bubble, The O2, Peninsula Square, London, North Greenwich, United Kingdom",attraction,London,51.503746,0.003344,http://tour-pedia.org/api/getPlaceDetails?id=43956,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43956
43997,Beverley Park,"London, United Kingdom",attraction,London,51.403659,-0.246214,http://tour-pedia.org/api/getPlaceDetails?id=43997,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43997
44001,Elm Park Childrens Centre,"Diban Avenue, Hornchurch, United Kingdom",attraction,London,51.550832,0.201029,http://tour-pedia.org/api/getPlaceDetails?id=44001,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44001
44028,Islington Tennis Centre,"Market Road, London, United Kingdom",attraction,London,51.545987,-0.121885,http://tour-pedia.org/api/getPlaceDetails?id=44028,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44028
44031,Elthorne Park,"London, United Kingdom",attraction,London,51.501513,-0.332373,http://tour-pedia.org/api/getPlaceDetails?id=44031,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44031
44101,Well Street Common,"London, United Kingdom",attraction,London,51.541428,-0.041695,http://tour-pedia.org/api/getPlaceDetails?id=44101,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44101
