address,category,id,lat,lng,location,name,originalId,polarity,subCategory,details,reviews
Moving Target!,poi,53163,51.56403996353,-0.016300144705011,London,TfL Bus 58,4d3af3261fc36dcb34ef6bf5,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53163,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53163
,poi,53171,51.579796,-0.411058,London,Highgrove Way,4d3b1a6d325ff04d8dd22245,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53171,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53171
Southend Arterial Rd,poi,53173,51.580923199654,0.236009,London,BP + carwash,4d3b1d14979ea1430b1598fc,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53173,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53173
65 Mortlake Rd,poi,53175,51.480056,-0.283115,London,Chiswicjk Round About,4d3b1ed8979ea143ea2998fc,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53175,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53175
Moving Target!,poi,53180,51.503976764863,-0.21824280219931,London,TfL Bus 295,4d3b3eae81258cfac877af5f,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53180,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53180
,poi,53203,51.499006557591,0.006185404865403,London,North Greenwich Bus Stop D,4d3c6dc205b8721e39428c37,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53203,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53203
at Terminal 4,poi,53208,51.461634537117,-0.44099807739258,London,Gate 25,4d3c8e4ed2c8f04d48b56272,0,Airport Gate,http://tour-pedia.org/api/getPlaceDetails?id=53208,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53208
Cheam Railway Station (CHE),poi,53214,51.355555840238,-0.21464109420776,London,Cheam (CHE) to Victoria (VIC) Train,4d3d331d6b3d236a32a36764,0,Train,http://tour-pedia.org/api/getPlaceDetails?id=53214,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53214
,poi,53216,51.510505,-0.319346,London,The Neem Tree West London Office,4d3d44ff05b8721e166d9337,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53216,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53216
"Westminster, London SW1P 2PB",poi,53220,51.494316425072,-0.1344138621465,London,vincent Square Nhs Centre,4d3d66ed6e0aa1cd293beb2c,0,Medical Center,http://tour-pedia.org/api/getPlaceDetails?id=53220,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53220
520a High Road,poi,53221,51.594294,-0.069448,London,P.K. Ocansey Dental Practice,4d3d71afaf8ca14388650bf7,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53221,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53221
156 Brindley Close,poi,53224,51.53996799,-0.30609515,London,Canal Road,4d3d7c8784d46ea84ecc065d,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53224,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53224
Dunster Court,poi,53233,51.51127582065,-0.081148402095684,London,Clothworkers Company,4d3e3055719460fc9f717320,0,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=53233,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53233
Lillie Road,poi,53234,51.491701,-0.27148399796335,London,Earls Court Conference Centre,4d3e8b68d625224bb3b2a3fa,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53234,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53234
Marylebone Rd,poi,53239,51.522389293973,-0.15699587132719,London,Sherlock Holmes Statue,4d3ebe42557d6dcb0b555144,0,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=53239,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53239
,poi,53250,51.470777,-0.225899,London,Horne Way,4d3f305814aa8cfaedf8c45e,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53250,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53250
St George's Hospital,poi,53256,51.429941198525,-0.17288418710175,London,St James Wing,4d3fd322915a3704d5140f7f,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53256,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53256
St George's Hospital,poi,53258,51.426691658477,-0.17302504892679,London,Grosvenor Wing,4d3fe189915a370486890f7f,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53258,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53258
Cranford Ln,poi,53259,51.484422683716,-0.38668870925903,London,Heston Health Centre,4d3fe750bd53f04d30363f15,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53259,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53259
Moving Target!,poi,53264,51.565546537969,0.18711090087891,London,TfL Bus 252,4d4016a200e8a35d748ff7fa,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53264,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53264
Moving Target!,poi,53267,51.596007988877,-0.28808808411404,London,TfL Bus 288,4d406fce90f9224b9384061e,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53267,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53267
,poi,53272,51.59736,-0.365327,London,holmdene avenue,4d40aba8c1d4721ed19f12c7,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53272,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53272
Moving Target!,poi,53273,51.540303101319,-0.14037609100342,London,TfL Bus 29,4d40b582adb6236a0ad88a40,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53273,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53273
,poi,53275,51.546728,-0.04948,London,Latimer Doctors Surgery,4d413c00255d8cfa04df6d05,0,Doctor's Office,http://tour-pedia.org/api/getPlaceDetails?id=53275,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53275
,poi,53276,51.408162117004,-0.30448973178864,London,NCP ST James,4d417e8e7a516ea8b67bc482,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=53276,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53276
,poi,53277,51.517825106727,-0.17499180764689,London,St Mary's Hospital Fracture Clinic,4d4189797a516ea8c3eec482,0,Medical Center,http://tour-pedia.org/api/getPlaceDetails?id=53277,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53277
,poi,53279,51.560245,-0.146654,London,whittington hospital day unit,4d418f2e915a3704640a217f,0,Medical Center,http://tour-pedia.org/api/getPlaceDetails?id=53279,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53279
Whipps Cross Rd.,poi,53289,51.579993069073,0.0034992307221905,London,Whipps Cross Road Bus Stop H,4d41ecc05d01224ba7c25a50,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53289,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53289
Whipps Cross Hospital,poi,53294,51.576098345445,0.0042048180449043,London,Maternity Dept.,4d42a165714a224b5341e5e8,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53294,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53294
Moving Target!,poi,53313,51.506518190332,-0.23370746907027,London,TfL Bus 260,4d43439e1bf6b60ccd2351d2,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53313,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53313
,poi,53318,51.537690860869,-0.28397270010463,London,Katsouris fresh food,4d43f718befe236a24a3efe2,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53318,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53318
Crystal Palace Parade,poi,53324,51.424473772897,-0.076346397399902,London,Crystal Palace Transmitting Station,4d4410191b62b1f73d96eee2,0,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=53324,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53324
,poi,53327,51.577923687396,-0.12419750377845,London,Great London Cars,4d444567bbb1a143a2774472,0,Rental Car Location,http://tour-pedia.org/api/getPlaceDetails?id=53327,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53327
Station Road,poi,53328,51.612653450688,-0.27498473907756,London,Broadwalk Centre Car Park,4d4450b314aa8cfafd24653d,0,General Travel,http://tour-pedia.org/api/getPlaceDetails?id=53328,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53328
Anywhere!,poi,53336,51.58444880237,-0.23297645762978,London,Station Rd,4d44bc2514aa8cfaed826a3d,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53336,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53336
Merton High Street,poi,53345,51.416462880438,-0.18102253951626,London,Merton Bus Garage,4d456a43c3e5f04d8782a420,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53345,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53345
,poi,53346,51.443720574877,-0.02482238347342,London,"Bus stop for 75, 181 & 202 Near Catford Bridge station",4d4571294e5d37040c29f793,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53346,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53346
Pentland Way,poi,53347,51.566146766284,-0.43943166732788,London,Pentland Way,4d45722d1911a093304be2d8,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53347,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53347
Crystal Palace Railway Station (CYP),poi,53349,51.41810452549,-0.072720050811768,London,Platform 2,4d457acdc3e5f04dbb16a520,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53349,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53349
Crystal Palace Railway Station (CYP),poi,53350,51.41738190775,-0.071947574615479,London,Platform 1,4d457b1e1b62b1f7c89dfde2,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53350,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53350
Crystal Palace Railway Station (CYP),poi,53351,51.417863654179,-0.072569847106934,London,Platform 3,4d457b7a7e2e5481f8ec6a8f,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53351,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53351
Crystal Palace Railway Station (CYP),poi,53352,51.417625761481,-0.07183619082994,London,Platform 4,4d457bde7e2e5481abf06a8f,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53352,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53352
Crystal Palace Railway Station (CYP),poi,53353,51.41771645442,-0.0714111328125,London,Platform 5,4d45859be198721e40b3c68b,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53353,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53353
Crystal Palace Railway Station (CYP),poi,53354,51.417890417721,-0.072569847106934,London,Platform 6,4d4585dd4e5d370418fef793,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53354,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53354
,poi,53358,51.474486206497,-0.11892483923012,London,stockwell park road,4d45a9dcc3e5f04da2d7a620,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53358,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53358
,poi,53369,51.532656615898,-0.031110336401702,London,Bow And North Popular One Stop Shop,4d467cf4c3e5f04d475bae20,0,Government Building,http://tour-pedia.org/api/getPlaceDetails?id=53369,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53369
,poi,53370,51.601618,0.088799,London,Trehearn Road,4d4683c8befe236acf2c09e3,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53370,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53370
,poi,53371,51.474038158963,-0.065703608693261,London,Gaumont House Surgery,4d468490e198721eefc3cf8b,0,Doctor's Office,http://tour-pedia.org/api/getPlaceDetails?id=53371,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53371
,poi,53372,51.447425,-0.331174,London,Queens Rd,4d468de04e5d37046ca30294,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53372,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53372
Cranford lane,poi,53373,51.484824221581,-0.39886754752882,London,General Healthcare,4d4697cdbf61a1cd3eed1dac,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53373,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53373
Moving Target!,poi,53381,51.510780090644,-0.014136821278798,London,TfL Bus D8,4d46f63f2e326ea846a4fca6,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53381,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53381
,poi,53382,51.673193883727,-0.053515434265137,London,Turkey street,4d46f760befe236a070a0ee3,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53382,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53382
,poi,53393,51.551931,-0.160646,London,Upper Park Road,4d473a68c3e5f04da212b620,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53393,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53393
,poi,53394,51.584187,-0.070148,London,Addison Lee LO08CWW,4d47aefc2165721eaa5cbfd7,0,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=53394,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53394
Moving Target!,poi,53398,51.475395802641,-0.094070434570312,London,TfL Bus 42,4d47d66a847e6dcbb9d097c4,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53398,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53398
Hampden Hill,poi,53407,51.42894,-0.353307,London,Newlands Uk,4d48175e4c9ef04dfc3a6715,0,General Travel,http://tour-pedia.org/api/getPlaceDetails?id=53407,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53407
3 Westpole Avenue,poi,53411,51.647938961013,-0.13697403091551,London,Mattey R G Associates,4d484767dcdba14325c1eeb1,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53411,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53411
207 Greenwich High Rd.,poi,53431,51.47811192669,-0.011993453579689,London,Greenwich Dental Practice,4d497d767d36f04de64412e5,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53431,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53431
Moving Target!,poi,53435,51.444483452802,-0.02645580482946,London,TfL Bus 284,4d49a34ea0ef548193bdf4f6,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53435,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53435
,poi,53448,51.441009236342,-0.1518214804636,London,Tooting Bec Surgery,4d4a83c69544a093c5fa32e7,0,Doctor's Office,http://tour-pedia.org/api/getPlaceDetails?id=53448,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53448
Lewisham Railway Station (LEW),poi,53450,51.465512725653,-0.014041161727599,London,Platform 2,4d4a898db480a143e4ea2fec,0,Platform,http://tour-pedia.org/api/getPlaceDetails?id=53450,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53450
Hayes (Kent) Railway Station (HYS),poi,53451,51.376307750498,0.010600090026855,London,Platform 2,4d4ab1615129a35d734246ac,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53451,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53451
,poi,53456,51.386319,-0.096903,London,Whitehorse Road Resouce Base,4d4aee1ab480a14395c034ec,0,Government Building,http://tour-pedia.org/api/getPlaceDetails?id=53456,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53456
,poi,53466,51.490775,-0.055043,London,Pedworth gardens,4d4b264917703704e8ac6085,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53466,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53466
Grove Park Railway Station (GRP),poi,53469,51.43022712,0.023197,London,Platform 5,4d4bafa357b2a1cda5ebe882,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53469,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53469
,poi,53470,51.576755,0.005924,London,Whipps Cross Ambulance Station,4d4bb9f261e0224bca66a9e8,0,Medical Center,http://tour-pedia.org/api/getPlaceDetails?id=53470,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53470
14-15 High Street,poi,53477,51.524774,-0.477217,London,Uxbridge library,4d4c000d7aa6a35d552ed270,0,Library,http://tour-pedia.org/api/getPlaceDetails?id=53477,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53477
The O2,poi,53478,51.510734540802,0.014305521633649,London,O2 Concierge,4d4c05ac385f8eec9625c914,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53478,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53478
Hillingdon Hospital,poi,53481,51.526838,-0.459288,London,Maternity Dept.,4d4c0ab79f79f04d1914202b,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53481,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53481
Chiswick High Rd.,poi,53482,51.491519404824,-0.27539044618607,London,Gunnersbury Railway Station (GUN),4d4c120114f688bf7310683a,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53482,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53482
Moving Target!,poi,53484,51.575015883212,-0.11351108551025,London,TfL Bus W3,4d4c2a1efe85a1cdca4f9abf,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53484,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53484
Old Brompton Road,poi,53485,51.487208866397,-0.19547939300537,London,West Brompton Railway Station (WBP),4d4c382464faba7a386ff28a,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53485,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53485
Moving Target!,poi,53488,51.482451937234,-0.093469619750977,London,TfL Bus 12,4d4c5112190ba093db871fa5,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53488,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53488
East Lane,poi,53491,51.562695345263,-0.30406057834625,London,North Wembley Railway Station (NWB),4d4c5d5314f688bf7e326a3a,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53491,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53491
Windermere Ave.,poi,53492,51.570218105849,-0.30845671892166,London,South Kenton London Underground and London Overground Station,4d4c5de814f688bf7a366a3a,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53492,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53492
26 Store St,poi,53495,51.519545717438,-0.13206580518084,London,The Building Centre,4d4c73827d2ccbffc7650900,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53495,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53495
51 Burrow Rd.,poi,53498,51.460344414572,-0.083663463592529,London,Burrow Road,4d4c9b1c94eeb1f7dc84655d,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53498,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53498
35 Great Eastern St,poi,53500,51.523746284748,-0.080568818019913,London,NCP Car park,4d4d149b869cf04dd782d9ae,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=53500,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53500
,poi,53502,51.541359282755,-0.1600732274633,London,Rail Replacement Bus,4d4d199b869cf04d89b2d9ae,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53502,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53502
Kenton Rd.,poi,53506,51.581813256591,-0.31697809696198,London,Kenton London Underground and London Overground Station,4d4d345b8ebf6a310c811dfb,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53506,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53506
Orpington Railway Station (ORP),poi,53549,51.373649,0.08871744,London,Platform 2,4d4ebe1520d3236aab9a9e28,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53549,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53549
,poi,53558,51.514828,-0.188002,London,michael jane- Laser services,4d4fb33e71548cfae68d079a,0,Medical Center,http://tour-pedia.org/api/getPlaceDetails?id=53558,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53558
,poi,53562,51.653633117676,-0.080711364746094,London,Carpark 6027 Enfield,4d4fcfaa747f6dcb3630aed4,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53562,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53562
,poi,53563,51.470902,-0.123783,London,Dentist,4d4fe43b9d4937048b4dbb39,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53563,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53563
,poi,53567,51.554179917112,-0.045048460297354,London,Clapton dental surgery,4d5012433626a09321df16bd,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53567,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53567
South St.,poi,53571,51.574552,0.183681,London,Bus Stop Z (57669),4d501f5be027548157b59db6,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53571,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53571
London City Airport (LCY),poi,53572,51.504566290481,0.04579941363995,London,BA8457 to Amsterdam AMS,4d503fb84015b1f78b7464cf,0,Plane,http://tour-pedia.org/api/getPlaceDetails?id=53572,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53572
,poi,53573,51.574187,-0.138176,London,Milton Road,4d504233d7eaa143d7fe650f,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53573,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53573
"@51.447,-0.31532",poi,53583,51.446331201289,-0.31323909759521,London,Twickenham Ferry,4d511583529dcbff8aa9dcc4,0,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=53583,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53583
12 Avery Hill Rd,poi,53599,51.446443,0.081562,London,Holly House Surgery,4d5146b63062a1cdd71965a3,0,Doctor's Office,http://tour-pedia.org/api/getPlaceDetails?id=53599,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53599
Kennington Lane,poi,53601,51.488982474868,-0.10670913858585,London,North Lambeth Housing Office,4d516160dcce224b8571e11b,0,Government Building,http://tour-pedia.org/api/getPlaceDetails?id=53601,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53601
55-71 Abbeville Rd,poi,53610,51.454783,-0.13946172,London,David Cuffe Vets,4d525b68c305b60c9360991e,0,Veterinarian,http://tour-pedia.org/api/getPlaceDetails?id=53610,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53610
Orpington Railway Station (ORP),poi,53613,51.373442,0.089193,London,Platform 7,4d52814b3626a0933c132fbd,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53613,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53613
Cowcross St,poi,53616,51.520293201163,-0.10490655899048,London,Farringdon Railway Station (ZFD),4d529fa880df88bf2e470098,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53616,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53616
,poi,53620,51.606047,-0.046708,London,Arriva (Lee Valley (LV)) Bus Garage,4d52a6753626a0934fd430bd,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53620,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53620
,poi,53633,51.607416,0.035758,London,Masons Cab Office,4d53270b9163a09336c9e0ae,0,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=53633,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53633
Pettits Ln.,poi,53634,51.585131883043,0.17548895763148,London,Victoria Centre,4d533c63b3d9a35d34d6c07b,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=53634,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53634
Ferme Park Road,poi,53636,51.575934371436,-0.11406093835831,London,Mount View Road Bus Stop,4d53a296f5daa09317ee6874,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53636,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53636
,poi,53637,51.529288,-0.1271214,London,British Library Conference Centre,4d53a52508a7b1f752723492,0,Convention Center,http://tour-pedia.org/api/getPlaceDetails?id=53637,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53637
103 Brighton Road,poi,53640,51.348936,-0.200143,London,Sutton Orthoontic Practice,4d53c2e1dcb1a1431c80b6bf,0,Dentist's Office,http://tour-pedia.org/api/getPlaceDetails?id=53640,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53640
Farringdon Street,poi,53641,51.517903172277,-0.10514259338379,London,Farringdon Street,4d53c622a64560fc1706b33a,0,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=53641,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53641
park lane,poi,53643,51.504281619521,-0.15170574188232,London,Wellington Monument,4d53e3afa64560fce932b43a,0,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=53643,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53643
,poi,53644,51.580602,-0.333694,London,Thomson,4d53ef80dcb1a14303ceb8bf,0,General Travel,http://tour-pedia.org/api/getPlaceDetails?id=53644,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53644
Hyde Park,poi,53645,51.509196531724,-0.16127586364746,London,Reformers Tree,4d5408c0a64560fc7d79b53a,0,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=53645,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53645
Redlands Way,poi,53652,51.446986495099,-0.12369275093079,London,Tanhurst House,4d54478ac8d0f04d4413c0d4,0,Residential Building (Apartment / Condo),http://tour-pedia.org/api/getPlaceDetails?id=53652,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53652
New Cross Gate Railway Station (NXG),poi,53657,51.475527,-0.040342,London,Platform 3,4d5501cde7f1a1cd9854f5a4,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53657,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53657
United Kingdom,poi,53658,51.415394389631,-0.19149576321977,London,"Merton, Merton High Street Haydons Rd (Stop SE)",4d5516a816a6b60c9ea246f8,0,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=53658,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53658
chase side,poi,53666,51.6389884,-0.094521,London,Holtwhites Hotel Lights,4d556f4296ed548103cf0870,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=53666,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53666
Hanworth,poi,53667,51.436556273201,-0.39102064218591,London,Esso petrol station,4d55730a9e508cfa8037009b,0,General Travel,http://tour-pedia.org/api/getPlaceDetails?id=53667,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53667
LCY Airport,poi,53672,51.504365346329,0.045117568792274,London,Gate 10,4d558b15143ca093d69fb0fc,0,Airport Gate,http://tour-pedia.org/api/getPlaceDetails?id=53672,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53672
,poi,53675,51.57818198204,-0.0082880258560181,London,1S25 The Highland Sleeper,4d559e29611aa35d13103739,0,Train,http://tour-pedia.org/api/getPlaceDetails?id=53675,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53675
Moving Target!,poi,53678,51.429486858462,-0.21255628757406,London,TfL Bus 493,4d55a9e3cff7721eb559acf5,0,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=53678,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53678
,poi,53683,51.641890340699,-0.17165165600954,London,On Train : London To Newcastle,4d563194c6edf04d2fe2cda2,0,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=53683,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53683
